id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
552094998753204243,Stunning refurbished main door Marchmont apartment,58376838,Paul,,Marchmont East and Sciennes,55.93896,-3.19392,Entire home/apt,171,1,175,2024-09-04,5.74,1,92,70,
552846204761485027,Luxurious Scotland street main door apartment,7768900,Marie Claire,,Canonmills and New Town North,55.959984,-3.195052,Entire home/apt,739,2,83,2024-08-25,2.68,2,291,36,EH-71340-F
553648562449071453,Double bedroom with Ensuite Bathroom,443053685,Richard,,Newington and Dalkeith Road,55.93617,-3.16807,Private room,143,1,0,,,5,31,0,STL Exempt
553648629153112166,Single Bedroom with Ensuite Bathroom,443053685,Richard,,Newington and Dalkeith Road,55.93683,-3.1682,Private room,103,1,1,2022-07-17,0.04,5,28,0,STL Exempt
553648684183057213,Superior Double or Twin Ensuite,443053685,Richard,,Prestonfield,55.93665,-3.16699,Private room,138,1,0,,,5,30,0,STL Exempt
553648748738864945,Single bedroom; external Private Bathroom.,443053685,Richard,,Newington and Dalkeith Road,55.93661,-3.16831,Private room,93,1,3,2024-03-26,0.10,5,31,1,STL Exempt
555545371478431452,Two bedroom apartment with off-street parking.,398029078,Anne,,Portobello,55.95319,-3.11745,Entire home/apt,200,2,0,,,1,363,0,
556982877049451002,Ultra Stylish furnished Home in  Edinburgh,129367554,Lorna,,Baberton and Juniper Green,55.905804,-3.281855,Entire home/apt,180,7,16,2024-08-22,0.59,1,102,7,
557876062294862686,Elegant Georgian Suite in Edinburgh’s West End,57253392,Andrew,,Deans Village,55.94724,-3.2152,Entire home/apt,194,2,175,2024-09-06,7.35,2,27,92,EH-71287-P
558412842254946258,Viewforth - Delightful 2-bed with garden access,87762710,Denise,,Dalry and Fountainbridge,55.939587,-3.213801,Entire home/apt,185,1,83,2024-09-06,2.67,33,46,33,EH-69785-P
558415409287363075,Charming 2 Bedroom Garden Flat - Bruntsfield,48450371,Stu,,Bruntsfield,55.93546,-3.20856,Entire home/apt,,2,22,2024-08-25,0.71,2,2,3,
558496890111086675,One bedroom modern apartment,108241949,Alan,,Gorgie East,55.93659825833134,-3.2312078543820477,Entire home/apt,,3,2,2023-08-23,0.15,1,0,0,
558574925015918771,Luxurious 2 BR apt on notable George Street,37563463,Altido,,New Town West,55.95398,-3.19811,Entire home/apt,203,3,29,2024-08-24,0.94,112,283,16,EH-68925-F
558586353902202081,Statement Studio on Historic George Street,37563463,Altido,,"Old Town, Princes Street and Leith Street",55.9523,-3.19932,Entire home/apt,173,3,43,2024-08-04,1.43,112,323,25,
558635992410063792,Lele's Flat Edinburgh - 15 min to Airport & City,285242131,Gabriele,,Corstorphine South,55.93286,-3.27657,Private room,60,2,28,2024-09-08,0.93,1,73,11,
559022144819344998,Large double room in sunny Leith,35069167,Alison,,Bonnington,55.974069009397994,-3.187335715729838,Private room,70,15,6,2024-08-31,0.45,1,53,4,
559418017398486683,Large Double Room in Charming Garden Flat,48450371,Stu,,Bruntsfield,55.93761,-3.21039,Private room,,2,61,2024-08-22,1.96,2,0,3,
561241909059865692,Luxury Modern-Victorian Design apartment,33103114,Gintare,,Hillside and Calton Hill,55.9604,-3.180405,Entire home/apt,229,3,172,2024-09-08,5.62,1,27,71,
562008255270760127,Lymphoy Lodge hideaway at  foot of the Pentlands,44193184,Claire,,Bonaly and The Pentlands,55.89521,-3.30872,Private room,60,2,130,2024-09-11,4.19,1,193,42,
562080439513892431,Bright and sunny apartment in Leith,224444157,Sue And Grant,,Bonnington,55.97436,-3.18122,Entire home/apt,115,3,101,2024-09-10,3.33,17,47,27,
563491572433367785,Edlets Caledonian 5 Bedroom Apartments,21906467,Alison,,Dalry and Fountainbridge,55.94037,-3.21953,Entire home/apt,,7,0,,,63,63,0,
563504421255653120,Edlets Caledonian 4 Bedroom Apartments,21906467,Alison,,Dalry and Fountainbridge,55.94037,-3.2208,Entire home/apt,,7,0,,,63,63,0,
563508468732081575,Edlets - Caledonian 6 Bedroom Apartments,21906467,Alison,,Dalry and Fountainbridge,55.9405,-3.2199,Entire home/apt,,7,0,,,63,62,0,
563516931165320711,Edlets Caledonian 7 Bedroom Apartments,21906467,Alison,,Dalry and Fountainbridge,55.94203,-3.21917,Entire home/apt,,3,0,,,63,74,0,
563528444597072421,Edlets Caledonian 9 Bedroom Apartments,21906467,Alison,,Dalry and Fountainbridge,55.94116,-3.21944,Entire home/apt,,3,0,,,63,99,0,
563533283130359037,Edlets Edinburgh 8 Bedroom Apartments,21906467,Alison,,Dalry and Fountainbridge,55.94153,-3.21519,Entire home/apt,,7,0,,,63,63,0,
563608879771900147,The Barony: Historical Luxury Apartment,422015426,Tana,,New Town East and Gayfield,55.95938,-3.19062,Entire home/apt,299,1,134,2024-08-25,4.42,1,81,46,EH-68953-F
563787061587884153,Huge single bedroom in Edinburgh,13253365,Kate,,Gorgie East,55.93787,-3.22816,Private room,99,10,5,2024-06-14,0.31,2,295,3,
564866409990936961,Beautiful Georgian New Town 2 bed apartment,316691159,Viktor & Hana,,Canonmills and New Town North,55.96051,-3.19626,Entire home/apt,157,2,129,2024-08-28,4.31,7,33,40,
565911211617625473,Private room&bathroom. 3 mins from tram to centre,270060404,Megan,,Carrick Knowe,55.934227876493566,-3.275350766480733,Private room,81,2,49,2024-09-08,1.58,1,306,21,
567878810146425804,Bright and cosy bedroom with private bathroom,50062980,Giada,,Mountcastle,55.95336,-3.13971,Private room,75,1,38,2024-09-01,1.72,1,10,8,EH-77403-F
567901878242098920,107 Broughton Street,11362736,Sonia,,"Old Town, Princes Street and Leith Street",55.95823,-3.18907,Entire home/apt,322,1,114,2024-08-26,3.79,10,313,41,
568680158499437767,The Southside Apartment,13374224,Benjamin,,The Grange,55.93498,-3.17961,Entire home/apt,210,2,132,2024-09-07,4.26,4,95,57,
570202052361833668,Private loft bedroom & en-suite in Leith & parking,24286986,Ashleigh,,Great Junction Street,55.97048,-3.17848,Private room,95,2,54,2024-08-28,1.93,1,56,25,EH-68846-P
570351462919221503,Cosy and spacious family home in Edinburgh,17394086,Avshalom,,Colinton Mains and Firrhill,55.90831,-3.23344,Entire home/apt,200,2,5,2023-09-17,0.20,1,17,1,
571583012014234766,Bright & spacious flat - walk to Edinburgh centre!,13538747,Alex,,Polwarth,55.93561,-3.22058,Entire home/apt,159,3,62,2024-08-26,2.36,1,326,37,
572319171736452764,Edinburgh Castle Luxury Studio on Princes Street,64611059,Ceci,,"Old Town, Princes Street and Leith Street",55.95258,-3.19916,Entire home/apt,112,2,158,2024-09-09,5.19,2,123,84,
573649461021254838,Royal Mile Luxury Apartment,1176491,Isaac,,"Old Town, Princes Street and Leith Street",55.95046,-3.18833,Entire home/apt,198,7,56,2024-09-12,1.91,1,172,25,
573809622294780078,Double bedroom,9002395,Irene,,Newington and Dalkeith Road,55.9339948,-3.1730956,Private room,80,1,0,,,3,199,0,
574422213759878605,Idyllic Mews House in the Heart of the New Town,11666658,Lizzie,,New Town East and Gayfield,55.95727,-3.19394,Entire home/apt,521,2,79,2024-09-12,2.85,3,234,43,
574570602651017168,Lovely bright dbl bedroom next to Holyrood Palace.,220039808,Violeta,,Willowbrae and Duddingston Village,55.95406,-3.15043,Private room,100,3,36,2024-08-26,1.40,1,218,17,
574830447521297993,Inchkeith View,222202509,"Cottages,Com",,Trinity,55.979759216308594,-3.206727981567383,Entire home/apt,9999,1,41,2024-08-16,1.40,11,162,19,EH-68744-F
574857057914940839,Double Room,50071323,Jesus,,Northfield and Piershill,55.95623623945674,-3.14805335335298,Private room,,12,55,2024-08-22,1.80,2,0,8,
576062747016950457,Spacious one bedroom flat in Edinburgh City Centre,172684371,Sepideh,,Hillside and Calton Hill,55.9583,-3.1775,Entire home/apt,200,5,6,2022-12-18,0.20,1,28,0,
576080172441215523,Ensuite 1-bed private room in Edinburgh CityCentre,414345245,Mingjun,,Broughton South,55.9627,-3.18284,Private room,70,1,188,2024-08-28,6.29,5,138,64,EH-78081-F
577467350479491642,2 km walk to City & Leith | Garden | Parking,50979771,Jean,,Easter Road and Hawkhill Avenue,55.964146,-3.169585,Entire home/apt,125,3,50,2024-09-01,1.74,1,74,13,EH-69605-F
577482700938144751,1-bedroom basement flat in the heart of the city.,211183870,Chris,,"Old Town, Princes Street and Leith Street",55.95763,-3.18704,Entire home/apt,200,3,22,2024-05-05,0.74,1,6,7,
577622058899387461,Artist curated apartment on Leith Walk,50299257,Calum,,Pilrig,55.96474,-3.17705,Entire home/apt,174,7,32,2024-08-25,1.08,5,52,17,
578184457380729900,amazing apartments -Gt Junction St- Water of Leith,89866174,David,,Great Junction Street,55.974254241218446,-3.1790444772873547,Entire home/apt,170,5,41,2024-08-17,1.65,12,26,19,
578192733088044110,Forest view luxury home in Edinburgh,222263166,Sarah,,Colinton and Kingsknowe,55.90767,-3.25394,Entire home/apt,258,2,123,2024-09-09,4.02,1,75,43,
578663722353706384,Breathtaking Views from City Centre Penthouse,34516872,John,,New Town East and Gayfield,55.95951,-3.1857,Entire home/apt,828,3,10,2024-08-19,0.34,2,255,5,
578862059661704064,Luxury Reno'd 1 Bed Nr Bruntsfield & The Meadows,344268039,Rentir,,Bruntsfield,55.9396,-3.21346,Entire home/apt,179,2,44,2024-09-07,1.44,51,211,15,101002083566
579547089058268589,Charming  1 single room- B&b Boutique Guest House,115246563,Kenan,,The Grange,55.93129,-3.1729,Private room,200,1,0,,,4,15,0,
580476717601542858,Luxurious 1 Bed (+) Art Deco Flat with Castle View,286049261,Viktorija,,Tollcross,55.945446,-3.205756,Entire home/apt,131,3,32,2024-08-19,1.11,1,213,14,
581484820676032249,Calton Hill Victorian Old Town Apartment,449311384,Hany,,Hillside and Calton Hill,55.95768,-3.17709,Entire home/apt,390,2,45,2024-08-12,1.51,1,75,18,
583208370919489304,Immaculate 2-Bed Apartment in Edinburgh,439074505,Travelnest,,New Town East and Gayfield,55.95791,-3.18734,Entire home/apt,4500,1,0,,,9,364,0,
583252443540305763,"Sunny Private Room, 20 mins to centre (by bus)",47481748,Suman,,Slateford and Chesser,55.92947,-3.24318,Private room,214,2,10,2024-05-27,0.36,1,360,2,
583334236900293836,New apartment in central Edinburgh with parking!,11362736,Sonia,,New Town East and Gayfield,55.96082,-3.18444,Entire home/apt,202,3,14,2023-10-18,0.48,10,365,1,
583428624493576771,Luxury Architect Designed Apt 13 Mins 2 Royalmile❤,343580852,Jack,,Meadowbank and Abbeyhill North,55.954891,-3.162147,Entire home/apt,208,1,166,2024-07-24,5.74,3,320,64,
583720395101442666,The Old School House,44623661,Iona,,Marchmont West,55.93766,-3.19463,Entire home/apt,175,3,41,2024-08-23,1.39,1,37,11,
583726880859803517,Newly Reno'd 2 Bed w/ Free Private Parking,344268039,Rentir,,"Canongate, Southside and Dumbiedykes",55.953068,-3.177534,Entire home/apt,326,2,39,2024-09-03,1.29,51,216,18,Pending
583887718928442143,Trendy and Newly Reno'd 1 Bed Nr The Meadows,344268039,Rentir,,Bruntsfield,55.939266,-3.212897,Entire home/apt,157,2,29,2024-07-28,0.97,51,235,4,101002083585
584009008953665825,Cosy Small Bedroom in a Centre of Edinburgh,451767974,Sylwia,,"Old Town, Princes Street and Leith Street",55.94943,-3.18855,Private room,64,2,169,2024-09-12,5.66,1,90,54,
584635415337464281,"Charming Old Town 2 Bed Apt, 2mins From Royal Mile",344268039,Rentir,,"Canongate, Southside and Dumbiedykes",55.95076,-3.18261,Entire home/apt,295,1,73,2024-09-01,2.41,51,204,28,Pending
584643449702244312,Modern Flat Westfield Edinburgh - Free Parking,178461691,Rod,,Gorgie West,55.93852,-3.24152,Entire home/apt,158,3,73,2024-08-26,2.80,1,91,36,510088
585266718030124212,Modern George Street Studio sleeping 2,396590105,Dayna,,"Old Town, Princes Street and Leith Street",55.953445,-3.199234,Entire home/apt,156,2,110,2024-09-12,3.72,3,240,37,
585364781790193358,"Chic, Newly Reno'd 1 Bed Open Plan, Nr The Meadows",344268039,Rentir,,Bruntsfield,55.93927,-3.212561,Entire home/apt,179,2,40,2024-08-27,1.35,51,228,17,101002083603
585395140477262167,Welcoming on 1 bedroom bed and breakfast apartment,450057703,Pawel,,Murrayburn and Wester Hailes North,55.92162418849429,-3.273507139821357,Private room,50,1,120,2024-08-23,4.02,1,113,50,
586122023167374861,Modern 2 bed flat with parking near city centre,224444157,Sue And Grant,,Prestonfield,55.93461,-3.16202,Entire home/apt,,2,42,2024-09-02,1.43,17,0,10,EH-69982-F
586149414241373081,"""The Grove"" 2 Bed City Centre Apartment, Haymarket",450313168,Sarah,,Dalry and Fountainbridge,55.94408,-3.21141,Entire home/apt,83,5,153,2024-08-30,5.13,1,3,46,
586188102762645034,Lovely 1 bedroom flat in Edinburgh,29553991,Lara,,Meadows and Southside,55.94041,-3.20316,Entire home/apt,,1,1,2022-09-25,0.04,1,0,0,
586596395377249013,"Cozy 2-bed flat in vibrant Stockbridge, Edinburgh",69945852,Antoni,,Stockbridge,55.95891,-3.21465,Entire home/apt,180,4,57,2024-09-02,2.30,1,39,34,
586855068818294972,GuestReady - Lovely 2 Bed Flat in The City Centre,222438822,Aimée,,Hillside and Calton Hill,55.95745,-3.17493,Entire home/apt,,1,23,2024-08-27,0.85,1,0,6,
586970584262492388,"Lovely, bright, king-size bedroom - ideal location",184982932,Kirsty,,Broughton South,55.9672,-3.18776,Private room,80,1,79,2024-09-05,2.80,1,289,44,
587469899242944499,Casa llena de vida con patio!,270790067,Isabel,,Leith (Hermitage and Prospect Bank),55.96593,-3.16134,Private room,35,3,131,2024-08-15,4.36,2,25,42,
587627737520253097,Cosy and charming with twin beds/private bathroom,295194828,Elizabeth Jean,,New Town West,55.95647,-3.20567,Private room,99,2,170,2024-09-13,5.84,1,76,63,EH-69536-F
587646423475207947,Lovely 1 Bedroom Flat Located in Edinburgh,450637220,Rory,,Broughton North and Powderhall,55.96445,-3.18952,Entire home/apt,120,3,122,2024-09-08,4.16,1,231,56,
587692679521456868,Charming 1 Quadruple room B&b Boutique Guest House,115246563,Kenan,,Newington and Dalkeith Road,55.93279,-3.1705,Private room,200,1,2,2023-07-05,0.07,4,15,0,
587693448349825226,Charming  1 double room- B&b Boutique Guest House,115246563,Kenan,,"Blackford, West Mains and Mayfield Road",55.93066,-3.17062,Private room,200,1,1,2022-06-05,0.04,4,15,0,
587694693284211346,Charming 1 family room- B&b Boutique Guest House,115246563,Kenan,,Newington and Dalkeith Road,55.93265,-3.17108,Private room,200,1,8,2023-08-07,0.29,4,15,0,
587724341892659809,Super King & Sea View Bedroom At The Urban Hideout,450662014,Natalie,,Easter Road and Hawkhill Avenue,55.96337,-3.17116,Entire home/apt,214,3,156,2024-09-07,5.55,2,138,65,
588127728708731141,Historic Old Town Flat To Rent,450735838,Geir,,"Old Town, Princes Street and Leith Street",55.94648,-3.196903,Entire home/apt,239,3,30,2024-08-28,1.03,1,18,5,
588246644054181585,Lovely apartment beneath Edinburgh Castle,317425302,Ondrej,,Tollcross,55.94472,-3.20468,Entire home/apt,210,1,39,2024-05-13,1.32,24,177,6,
588298614728729657,GuestReady - Nice 3Bdr Apart W/ Private Parking,450732604,Paul,,Abbeyhill,55.95569,-3.16449,Entire home/apt,170,1,48,2024-06-24,1.61,1,31,18,EH-71459-P
588844776771904381,"Large,sunny, 4/5 bed seaside house close to beach",97747554,Stirling Self Catering,,Joppa,55.94802,-3.08334,Entire home/apt,543,1,4,2024-08-07,0.15,1,365,2,EH-70446-T
589609421236091014,Spacious 3 bed top floor apartment Newtown centre,8498760,Cornelius,,New Town West,55.956138610839844,-3.19848895072937,Entire home/apt,334,3,87,2024-09-08,3.41,1,299,48,EH-69516 P
589698183619908923,Cosy one-bed flat in central Edinburgh,238256453,Hanna,,Leith (Albert Street),55.96324,-3.17456,Entire home/apt,104,3,93,2024-09-11,3.35,1,64,34,101002084468
590586127351965754,Lovely 2 bedroom flat in picturesque Cramond,451251802,Katie,,Cramond,55.97367,-3.30656,Entire home/apt,240,2,27,2024-08-30,1.04,1,3,15,EH-77053-F
591978529719478493,Fantastic views in a lovely flat,430049372,Joshua,,The Shore and Constitution Street,55.974155,-3.168762,Entire home/apt,,4,9,2023-08-26,0.38,1,0,0,
592686595455232798,One bedroom Apartment in the centre of Edinburgh.,165246800,Thomas,,Tollcross,55.94506,-3.2031,Entire home/apt,135,2,108,2024-09-07,3.67,1,176,38,EH-69585-F
593188574308761973,"COLOURFUL, COSY & QUIET 2 bedroom, 5 person",183772413,Jackob,,South Leith,55.9667,-3.1733,Entire home/apt,,2,27,2024-08-26,0.91,1,0,7,
593245607768118555,Modern Apartment Private Parking & Roof TopTerrace,73130543,Jacqueline,,Easter Road and Hawkhill Avenue,55.960373,-3.171122,Entire home/apt,,90,35,2024-04-13,1.23,2,0,8,
593252314315487892,★ Bright 2BR Apartment - 10min walk to Royal Mile★,201600360,David,,Hillside and Calton Hill,55.95665,-3.1724,Entire home/apt,175,1,37,2024-08-06,1.25,39,283,15,
593491813888458971,South Facing single room by University,50392764,Natalia,,The Grange,55.93029,-3.18708,Private room,50,3,38,2024-09-01,1.28,4,207,15,
594048764082730310,Lovely 3 bed apartment in central Edinburgh,451212705,John,,Tollcross,55.948353,-3.209161,Entire home/apt,338,2,186,2024-09-07,6.31,1,32,71,
594053970157999801,Lovely 1-Bedroom flat near the Meadows,90193028,Mathias,,Meadows and Southside,55.94149,-3.20268,Entire home/apt,145,2,25,2022-12-22,0.93,1,15,0,
594939806835263388,Stylish Central Apartment,597415,Daniela,,Leith (Albert Street),55.96403,-3.17442,Entire home/apt,228,2,131,2024-08-28,4.54,8,100,55,EH-69923-F
595249125415064129,Edinburgh New Town Georgian Period Home,154679135,Diana,,New Town West,55.95637,-3.2001,Entire home/apt,305,2,68,2024-08-26,2.30,2,69,22,
595381737420064811,Centre 15min bus / Airport bus/ Door lock/parking,185678203,Łukasz,,Boswall and Pilton,55.96946,-3.23411,Private room,73,2,92,2024-09-08,3.21,4,341,48,EH-71178-P
596839575100959580,Lovely double room in traditional tenement flat.,187693967,Madi,,Meadowbank and Abbeyhill North,55.95522,-3.15694,Private room,77,2,105,2024-09-07,3.57,1,36,29,EH-69507-F
596914409479954215,Lovely 1 bedroom apartment in the heart of Gorgie,99333884,Farouk,,Gorgie West,55.93726,-3.23562,Entire home/apt,,3,2,2024-02-12,0.16,1,330,2,
597469852732475912,Lovely Private Double Ensuite Room <3 of Edinburgh,21606209,Sonal,,Meadows and Southside,55.9415,-3.20139,Private room,,2,34,2024-07-18,1.34,1,0,8,
597726063023873118,Lovely 2 bedroom holiday home in popular Trinity,374838233,Thomas,,Granton and Royston Mains,55.980568,-3.221407,Entire home/apt,109,2,71,2024-09-08,2.54,2,6,24,
598244369712430880,Entire Cozy Old Town Apartment -Central Edinburgh,384072363,Pinky,,"Canongate, Southside and Dumbiedykes",55.94896,-3.17784,Entire home/apt,197,3,73,2024-09-05,2.49,1,96,29,EH-62967-F
598362211240018696,Cozy 1 bedroom flat city center trendy stockbridge,441181567,Norman,,Stockbridge,55.95936,-3.20522,Entire home/apt,98,4,65,2024-08-28,2.22,3,49,31,
598375451579387930,Stunning  Seaview Flat | Pass The Keys,452846197,Andrew Pass The Keys,,Trinity East and The Dudleys,55.979847,-3.202655,Entire home/apt,290,2,55,2024-08-20,1.94,1,128,25,
598954539051158817,Private 2 bed flat (no living room) in Edinburgh,406673710,Kat,,Drylaw,55.9654,-3.25567,Entire home/apt,122,2,42,2024-09-09,1.53,1,139,19,EH-69245-F
599091896195152197,"2 BDRM apartment, heart of historic Edinburgh, EH1",7497559,Joanna,,"Old Town, Princes Street and Leith Street",55.950592,-3.188918,Entire home/apt,227,2,124,2024-08-30,4.55,2,16,57,
600583959242933164,"Peaceful, cosy central Edinburgh apartment",2777987,Eugenia,,Bruntsfield,55.94074,-3.21178,Entire home/apt,,3,13,2024-09-01,0.49,1,0,6,
601123193975525182,"Beautiful, bright and spacious room in New Town",38728505,Louisa,,New Town East and Gayfield,55.95868,-3.18558,Private room,153,1,111,2024-08-26,3.78,1,161,43,
602534871362499952,Lovely warm room near to Edinburgh University.,453733509,Leila,,"Blackford, West Mains and Mayfield Road",55.92764,-3.17882,Private room,88,2,36,2024-09-09,1.36,2,347,21,
602716327696358726,Lovely 1-bed flat at doorstep of Holyrood,152452710,Julia,,"Canongate, Southside and Dumbiedykes",55.95372,-3.15563,Entire home/apt,,5,13,2024-08-25,0.45,1,0,5,
602722129155259078,Artist's Studio in Stockbridge,3008499,Rebecca,,Stockbridge,55.95886,-3.21619,Entire home/apt,100,1,164,2024-09-06,5.60,53,304,76,
602774266565942824,Gorgeous 1 bed ground floor flat near the centre,16586573,Kate,,Meadowbank and Abbeyhill North,55.95801966426397,-3.1699560588713656,Entire home/apt,,2,17,2024-08-19,1.25,1,0,15,EH-70267-F
603717228471151861,Self Catering Studio Flat,454012051,Girish Kumar,,Baberton and Juniper Green,55.90467,-3.28268,Entire home/apt,115,1,55,2024-08-18,1.95,1,5,43,
604005778354340879,Lovely double room in classic Edinburgh flat,339233977,Maya,,Tollcross,55.9429,-3.2044,Private room,,2,15,2024-08-04,0.55,1,0,4,EH-65352-p
604173571420515758,Bide Collective12,188321218,Bide Collective,,Deans Village,55.953495,-3.201921,Private room,86,2,184,2024-09-08,6.36,5,236,79,
604893603605756979,Lovely 2 Bedroom Flat In Stockbridge,159751280,Oscar,,Comely Bank,55.95735,-3.21798,Entire home/apt,148,2,171,2024-09-06,5.97,2,274,72,
604974904785662048,"Spacious 3 Bedroom Apartment, Gorgie, Edinburgh.",171989641,Joseph,,Slateford and Chesser,55.93343,-3.24495,Entire home/apt,96,2,70,2024-09-01,2.58,1,86,40,
604982626784093533,Luxury Nests - New Town 5 (Refurbished 2022),20233880,Jonathan,,New Town West,55.95505,-3.20289,Entire home/apt,,1,64,2024-08-23,2.30,13,0,27,
605373547978730147,Modern one bed apartment with sea views,418924679,Kornelia,,Trinity East and The Dudleys,55.97941,-3.19898,Entire home/apt,125,2,151,2024-09-11,5.76,2,259,68,EH-69762-P
605615050763407490,Lovely One Bedroom Apartment in Edinburgh Old Town,174392531,Binnur,,"Old Town, Princes Street and Leith Street",55.95056929243006,-3.1890948861837387,Entire home/apt,197,1,241,2024-09-05,8.26,1,91,106,
605787095615562937,3 bedrooms apartment Calodonia ROAD,3092851,Lynne,,Dalry and Fountainbridge,55.944084,-3.217586,Entire home/apt,325,7,2,2024-07-14,0.08,16,365,1,
606465882768200828,Lovely 3 bedroom spacious apartment in Grassmarket,59327323,Ds,,Meadows and Southside,55.94634,-3.19582,Entire home/apt,200,2,225,2024-08-23,8.09,6,247,96,
606916999890387562,"Royal Mile, Old Town - Lovely Double Room",19219190,Olga,,"Old Town, Princes Street and Leith Street",55.95044,-3.1842,Private room,79,2,132,2024-09-12,4.54,4,0,67,
607542478224835052,Super Central 4 Bedrooms Apartment by Calton Hill,454784811,Hany,,New Town East and Gayfield,55.96021,-3.18318,Entire home/apt,345,2,66,2024-08-28,2.38,1,95,30,
607549774477314311,Grand Elegant Cosy Rooms in a NewTown Period Home,154679135,Diana,,New Town West,55.95506,-3.19969,Private room,200,2,0,,,2,5,0,
607787216091667066,"Very central, next to the Castle with garden",454832249,Una,,Tollcross,55.94732,-3.20253,Entire home/apt,261,3,84,2024-08-09,2.89,1,28,32,
607807639604837934,"Green oasis in central Edinburgh: 80m2, 2 bedrooms",63583715,Francesca,,Shandon,55.934887,-3.22529,Entire home/apt,249,3,36,2024-08-25,1.30,1,14,20,EH-69884-F
607982085822103658,Luxury Old Town Flat on Iconic Cockburn Street,454892631,Eliana,,"Old Town, Princes Street and Leith Street",55.95068699408523,-3.1897765025496483,Entire home/apt,463,3,118,2024-09-08,4.38,2,278,59,
608519826668049845,Charming Grassmarket 1 Bed Castle pad,3008499,Rebecca,,"Old Town, Princes Street and Leith Street",55.94827,-3.19823,Entire home/apt,127,1,174,2024-09-01,6.17,53,307,79,
608550015435642438,"Modern and Spacious 3BD flat, near The Meadows",10554332,Marlene,,Meadows and Southside,55.94382,-3.19964,Entire home/apt,,2,34,2024-07-29,1.18,2,0,13,
608691274130822677,Lovely ensuite 1-bed private room in Edinburgh,414345245,Mingjun,,Broughton South,55.96276,-3.18143,Private room,80,1,120,2024-08-23,4.35,5,171,51,
609184317429708712,One Single room,99352596,Shayma,,"Old Town, Princes Street and Leith Street",55.946353912353516,-3.190995931625366,Private room,95,1,43,2024-09-10,13.16,1,133,43,
609264343441468457,"Lovely room in stylish flat, Edinburgh",83778634,Andrea,,East Craigs North,55.95196,-3.31069,Private room,39,1,227,2024-09-03,8.43,1,271,105,
609400988896644753,Spectacular Studio hideaway in City Centre,78786693,Cameron,,Canonmills and New Town North,55.96205,-3.19824,Entire home/apt,215,1,117,2024-08-30,4.05,2,302,69,
610112734386404765,Quiet 2 bed flat in Leith with private parking,368583017,Holly,,Great Junction Street,55.96939,-3.17527,Entire home/apt,300,7,0,,,1,178,0,
610504875727830742,Spacious main door flat with parking and patio,288132167,Bethany,,Colinton and Kingsknowe,55.91812,-3.25952,Entire home/apt,140,3,20,2024-09-05,0.76,1,55,8,
612077089963030603,Ensuite Rooms with Parking,128645331,Liming,,Gilmerton South and the Murrays,55.89675,-3.14606,Private room,131,2,44,2024-08-13,1.66,1,65,17,
612172425697702182,Lovely old town apartment,49096201,Rohane,,"Old Town, Princes Street and Leith Street",55.94822,-3.18616,Entire home/apt,181,4,139,2024-08-27,4.91,1,278,54,EH-71543-F
612228180311577904,Bright and spacious 1-bed flat in Bruntsfield,144754805,Alistair,,Bruntsfield,55.93984949999999,-3.2120312,Entire home/apt,175,3,5,2022-10-30,0.20,1,12,0,
612880044740019422,York Place City Centre 3 bedroom Apartment,65331433,Suzanne,,"Old Town, Princes Street and Leith Street",55.956306,-3.191375,Entire home/apt,458,2,56,2024-08-29,2.41,17,214,41,EH-69474-F
612880044795634237,Large apartment 3 double bedrooms and 2 bathrooms,3092851,Lynne,,Tollcross,55.94397,-3.20634,Entire home/apt,2000,300,0,,,16,365,0,
613548018890038028,Gorgeous 1-bed flat with a shared garden,37563463,Altido,,Greenbank and The Braids,55.92099,-3.21245,Entire home/apt,99,3,35,2024-08-16,1.21,112,6,7,
613812193122324418,Stylish & Central Place In The Heart of The City,15897477,Ergun,,Tollcross,55.945946,-3.20465,Entire home/apt,177,2,134,2024-08-25,4.64,3,59,53,
614309917898581633,The East London Street Residence,646220,Reserve,,New Town East and Gayfield,55.96003,-3.18816,Entire home/apt,321,1,10,2024-06-03,0.36,46,81,2,
614409291870555459,Studio Apartment with Castle View,13396313,David,,"Old Town, Princes Street and Leith Street",55.94771,-3.20026,Entire home/apt,117,2,255,2024-09-07,9.00,3,144,100,
614866309431651295,York Place City Centre 4 bedroom Apartment,65331433,Suzanne,,"Old Town, Princes Street and Leith Street",55.95630645751953,-3.1913750171661377,Entire home/apt,596,2,53,2024-09-01,2.13,17,204,36,EH-69473-F
614880364255597076,38@bidecollectivestudio,88995720,Pauline,,Deans Village,55.952843,-3.204042,Private room,155,2,126,2024-09-07,4.58,10,307,54,
615040185511439740,Lovely 1 bedroom flat in Newington,456460818,Richa,,"Canongate, Southside and Dumbiedykes",55.94436,-3.18461,Entire home/apt,200,28,3,2023-07-25,0.21,1,31,0,
615117128483761599,Edlets Drummond St Apartment,21906467,Alison,,"Old Town, Princes Street and Leith Street",55.94662,-3.1859,Entire home/apt,270,7,0,,,63,255,0,
615162610307820951,"Beautiful family house, centre of Edinburgh",31279214,Katie,,Hillside and Calton Hill,55.9581,-3.18264,Entire home/apt,800,7,9,2024-07-07,0.52,2,262,7,
